original_name	original_tag	imagepro_name	folder	mask_name	set
Mar23bS1C5R2_LHr_200x_g.TIF	Mar23bS1C5R2_LHr_cFos+.tag	campione11	Mar23b	204.TIF	test
Mar23bS1C2R3_VLPAGr_200x_g.TIF	Mar23bS1C2R3_VLPAGr_cFos+.tag	campione12	Mar23b	205.TIF	train
Mar23bS1C6R2_DMr_200x_g.TIF	Mar23bS1C6R2_DMr_cFos+.tag	campione13	Mar23b	206.TIF	train
Mar23bS1C2R3_VLPAGl_200x_g.TIF	Mar23bS1C2R3_VLPAGl_cFos+.tag	campione14	Mar23b	207.TIF	train
Mar23bS2C1R1_LHr_200x_g.TIF	Mar23bS2C1R1_LHr_cFos+.tag	campione15	Mar23b	208.TIF	test
Mar23bS2C1R1_LHl_200x_g.TIF	Mar23bS2C1R1_LHl_cFos+.tag	campione16	Mar23b	209.TIF	validation
Mar23bS1C2R2_VLPAGr_200x_g.TIF	Mar23bS1C2R2_VLPAGr_cFos+.tag	campione17	Mar23b	210.TIF	train
Mar23bS1C2R2_VLPAGl_200x_g.TIF	Mar23bS1C2R2_VLPAGl_cFos+.tag	campione18	Mar23b	211.TIF	test
Mar23bS1C5R2_DMr_200x_g.TIF	Mar23bS1C5R2_DMr_cFos+.tag	campione19	Mar23b	212.TIF	validation
Mar23bS1C5R2_DMl_200x_g.TIF	Mar23bS1C5R2_DMl_cFos+.tag	campione20	Mar23b	213.TIF	train
Mar23bS1C5R3_DMl_200x_g.TIF	Mar23bS1C5R3_DMl_cFos+.tag	campione21	Mar23b	214.TIF	train
Mar23bS1C6R1_LHr_200x_g.TIF	Mar23bS1C6R1_LHr_cFos+.tag	campione22	Mar23b	215.TIF	train
Mar23bS1C5R3_DMr_200x_g.TIF	Mar23bS1C5R3_DMr_cFos+.tag	campione23	Mar23b	216.TIF	train
Mar23bS1C6R1_LHl_200x_g.TIF	Mar23bS1C6R1_LHl_cFos+.tag	campione24	Mar23b	217.TIF	train
Mar23bS1C6R3_LHr_200x_g.TIF	Mar23bS1C6R3_LHr_cFos+.tag	campione25	Mar23b	218.TIF	test
Mar23bS1C6R3_LHl_200x_g.TIF	Mar23bS1C6R3_LHl_cFos+.tag	campione26	Mar23b	219.TIF	train
Mar23bS1C6R2_LHl_200x_g.TIF	Mar23bS1C6R2_LHl_cFos+.tag	campione27	Mar23b	220.TIF	test
Mar23bS1C6R2_LHr_200x_g.TIF	Mar23bS1C6R2_LHr_cFos+.tag	campione28	Mar23b	221.TIF	train
RT428S5C1R1_DM_100x_g.TIF	RT428S5C1R1_DM_cFos+.tag	campione0	RT428	222.TIF	train
RT428S2C3R1_Septum_100x_g.TIF	RT428S2C3R1_Septum_cFos+.tag	campione1	RT428	223.TIF	validation
RT428S4C3R1_LH_100x_g.TIF	RT428S4C3R1_LH_cFos+.tag	campione2	RT428	224.TIF	train
RT428S4C3R1_ParCort_100x_g.TIF	RT428S4C3R1_ParCort_cFos+.tag	campione3	RT428	225.TIF	validation
RT428S7C2R2_RVLM_100x_g.TIF	RT428S7C2R2_RVLM_cFos+.tag	campione4	RT428	226.TIF	train
RT428S5C4R1_MM_100x_g.TIF	RT428S5C4R1_MM_cFos+.tag	campione5	RT428	227.TIF	train
RT428S6C3R1_VLPAG_100x_g.TIF	RT428S6C3R1_VLPAG_cFos+.tag	campione6	RT428	228.TIF	train
RT431S5C1R2_DM_100x_g.TIF	RT431S5C1R2_DM_cFos+.tag	campione0	RT431	229.TIF	train
RT431S5C1R2_LH_100x_g.TIF	RT431S5C1R2_LH_cFos+.tag	campione1	RT431	230.TIF	train
RT431S9C3R1_RVLM_100x_g.TIF	RT431S9C3R1_RVLM_cFos+.tag	campione2	RT431	231.TIF	test
RT431S2C2R1_Septum_100x_g.TIF	RT431S2C2R1_Septum_cFos+.tag	campione3	RT431	232.TIF	train
RT431S8C1R1_VLPAG_100x_g.TIF	RT431S8C1R1_VLPAG_cFos+.tag	campione4	RT431	233.TIF	train
RT431S6C2R2_MM_100x_g.TIF	RT431S6C2R2_MM_cFos+.tag	campione5	RT431	234.TIF	train
Mar20bS2C3R2_LHl_200x_g.TIF	Mar20bS2C3R2_LHl_cFos+.tag	campione0	Mar20b	235.TIF	train
Mar20bS2C1R3_DMr_200x_g.TIF	Mar20bS2C1R3_DMr_cFos+.tag	campione1	Mar20b	236.TIF	train
Mar20bS2C2R1_LHl_200x_g.TIF	Mar20bS2C2R1_LHl_cFos+.tag	campione2	Mar20b	237.TIF	train
Mar20bS2C3R2_LHr_200x_g.TIF	Mar20bS2C3R2_LHr_cFos+.tag	campione3	Mar20b	238.TIF	validation
Mar20bS2C1R3_DMl_200x_g.TIF	Mar20bS2C1R3_DMl_cFos+.tag	campione4	Mar20b	239.TIF	test
Mar20bS2C2R1_LHr_200x_g.TIF	Mar20bS2C2R1_LHr_cFos+.tag	campione5	Mar20b	240.TIF	train
Mar20bS1C4R1_DMl_200x_g.TIF	Mar20bS1C4R1_DMl_cFos+.tag	campione6	Mar20b	241.TIF	train
Mar20bS2C1R2_DMl_200x_g.TIF	Mar20bS2C1R2_DMl_cFos+.tag	campione7	Mar20b	242.TIF	train
Mar20bS1C4R1_DMr_200x_g.TIF	Mar20bS1C4R1_DMr_cFos+.tag	campione8	Mar20b	243.TIF	validation
Mar20bS2C1R2_DMr_200x_g.TIF	Mar20bS2C1R2_DMr_cFos+.tag	campione9	Mar20b	244.TIF	train
Mar20bS2C3R1_LHr_200x_g.TIF	Mar20bS2C3R1_LHr_cFos+.tag	campione10	Mar20b	245.TIF	train
Mar20bS2C2R2_LHr_200x_g.TIF	Mar20bS2C2R2_LHr_cFos+.tag	campione11	Mar20b	246.TIF	validation
Mar20bS1C4R3_DMl_200x_g.TIF	Mar20bS1C4R3_DMl_cFos+.tag	campione12	Mar20b	247.TIF	train
Mar20bS2C3R1_LHl_200x_g.TIF	Mar20bS2C3R1_LHl_cFos+.tag	campione13	Mar20b	248.TIF	train
Mar20bS2C2R2_LHl_200x_g.TIF	Mar20bS2C2R2_LHl_cFos+.tag	campione14	Mar20b	249.TIF	validation
Mar20bS1C4R3_DMr_200x_g.TIF	Mar20bS1C4R3_DMr_cFos+.tag	campione15	Mar20b	250.TIF	validation
Mar20bS2C2R3_LHl_200x_g.TIF	Mar20bS2C2R3_LHl_cFos+.tag	campione16	Mar20b	251.TIF	train
Mar20bS2C1R1_DMr_200x_g.TIF	Mar20bS2C1R1_DMr_cFos+.tag	campione17	Mar20b	252.TIF	validation
Mar20bS2C2R3_LHr_200x_g.TIF	Mar20bS2C2R3_LHr_cFos+.tag	campione18	Mar20b	253.TIF	train
Mar20bS2C1R1_DMl_200x_g.TIF	Mar20bS2C1R1_DMl_cFos+.tag	campione19	Mar20b	254.TIF	train
Mar20bS2C1R2_LHr_200x_g.TIF	Mar20bS2C1R2_LHr_cFos+.tag	campione20	Mar20b	255.TIF	train
Mar20bS1C4R1_LHr_200x_g.TIF	Mar20bS1C4R1_LHr_cFos+.tag	campione21	Mar20b	256.TIF	train
Mar20bS2C1R2_LHl_200x_g.TIF	Mar20bS2C1R2_LHl_cFos+.tag	campione22	Mar20b	257.TIF	test
Mar20bS1C4R1_LHl_200x_g.TIF	Mar20bS1C4R1_LHl_cFos+.tag	campione23	Mar20b	258.TIF	train
Mar20bS2C1R3_LHl_200x_g.TIF	Mar20bS2C1R3_LHl_cFos+.tag	campione24	Mar20b	259.TIF	validation
Mar20bS1C2R1_VLPAGr_200x_g.TIF	Mar20bS1C2R1_VLPAGr_cFos+.tag	campione25	Mar20b	260.TIF	train
Mar20bS1C3R1_VLPAGl_200x_g.TIF	Mar20bS1C3R1_VLPAGl_cFos+.tag	campione26	Mar20b	261.TIF	validation
Mar20bS1C3R1_VLPAGr_200x_g.TIF	Mar20bS1C3R1_VLPAGr_cFos+.tag	campione27	Mar20b	262.TIF	train
Mar20bS2C1R3_LHr_200x_g.TIF	Mar20bS2C1R3_LHr_cFos+.tag	campione28	Mar20b	263.TIF	train
Mar20bS1C2R1_VLPAGl_200x_g.TIF	Mar20bS1C2R1_VLPAGl_cFos+.tag	campione29	Mar20b	264.TIF	train
Mar20bS1C2R2_VLPAGr_200x_g.TIF	Mar20bS1C2R2_VLPAGr_cFos+.tag	campione30	Mar20b	265.TIF	validation
Mar20bS1C3R2_VLPAGl_200x_g.TIF	Mar20bS1C3R2_VLPAGl_cFos+.tag	campione31	Mar20b	266.TIF	validation
Mar20bS1C3R2_VLPAGr_200x_g.TIF	Mar20bS1C3R2_VLPAGr_cFos+.tag	campione32	Mar20b	267.TIF	test
Mar20bS1C2R2_VLPAGl_200x_g.TIF	Mar20bS1C2R2_VLPAGl_cFos+.tag	campione33	Mar20b	268.TIF	train
Mar20bS2C1R1_LHl_200x_g.TIF	Mar20bS2C1R1_LHl_cFos+.tag	campione34	Mar20b	269.TIF	train
Mar20bS2C1R1_LHr_200x_g.TIF	Mar20bS2C1R1_LHr_cFos+.tag	campione35	Mar20b	270.TIF	train
Mar20bS1C4R3_LHr_200x_g.TIF	Mar20bS1C4R3_LHr_cFos+.tag	campione36	Mar20b	271.TIF	validation
Mar20bS1C2R3_VLPAGr_200x_g.TIF	Mar20bS1C2R3_VLPAGr_cFos+.tag	campione37	Mar20b	272.TIF	train
Mar20bS1C4R3_LHl_200x_g.TIF	Mar20bS1C4R3_LHl_cFos+.tag	campione38	Mar20b	273.TIF	train
Mar20bS2C2R2_DMr_200x_g.TIF	Mar20bS2C2R2_DMr_cFos+.tag	campione39	Mar20b	274.TIF	train
Mar20bS1C2R3_VLPAGl_200x_g.TIF	Mar20bS1C2R3_VLPAGl_cFos+.tag	campione40	Mar20b	275.TIF	validation
Mar20bS1C1R3_VLPAGl_200x_g.TIF	Mar20bS1C1R3_VLPAGl_cFos+.tag	campione41	Mar20b	276.TIF	test
Mar20bS1C1R3_VLPAGr_200x_g.TIF	Mar20bS1C1R3_VLPAGr_cFos+.tag	campione42	Mar20b	277.TIF	test
RT466S5C1R1_DM_100x_g.TIF	RT466S5C1R1_DM_cFos+.tag	campione0	RT466	278.TIF	train
RT466S5C1R2_ParCortex_100x_g.TIF	RT466S5C1R2_ParCortex_cFos+.tag	campione1	RT466	279.TIF	train
RT466S8C2R1_VLPAG_100x_g.TIF	RT466S8C2R1_VLPAG_cFos+.tag	campione2	RT466	280.TIF	validation
RT466S5C1R1_LH_100x_g.TIF	RT466S5C1R1_LH_cFos+.tag	campione3	RT466	281.TIF	validation
RT466S2C3R2_Septim_100x_g.TIF	RT466S2C3R2_Septim_cFos+.tag	campione4	RT466	282.TIF	validation
RT466S11C2R2_RVLM_100x_g.TIF	RT466S11C2R2_RVLM_cFos+.tag	campione5	RT466	283.TIF	validation
RT466S6C3R1_MM_100x_g.TIF	RT466S6C3R1_MM_cFos+.tag	campione6	RT466	284.TIF	train
RT426S5C1R1_MM_100x_g.TIF	RT426S5C1R1_MM_cFos+.tag	campione0	RT426	285.TIF	train
RT426S4C2R2_LH_100x_g.TIF	RT426S4C2R2_LH_cFos+.tag	campione1	RT426	286.TIF	validation
RT426S5C3R3_VLPAG_100x_g.TIF	RT426S5C3R3_VLPAG_cFos+.tag	campione2	RT426	287.TIF	train
RT426S2C1R1_Septum_100x_g.TIF	RT426S2C1R1_Septum_cFos+.tag	campione3	RT426	288.TIF	validation
RT426S6C2R2_RVLM_100x_g.TIF	RT426S6C2R2_RVLM_cFos+.tag	campione4	RT426	289.TIF	train
RT426S4C1R1_ParCort_100x_g.TIF	RT426S4C1R1_ParCort_cFos+.tag	campione5	RT426	290.TIF	validation
RT426S4C2R2_DM_100x_g.TIF	RT426S4C2R2_DM_cFos+.tag	campione6	RT426	291.TIF	validation
RT429S2C2R1_Sept_100x_g.TIF	RT429S2C2R1_Sept_cFos+.tag	campione0	RT429	292.TIF	train
RT429S3C3R1_LH_100x_g.TIF	RT429S3C3R1_LH_cFos+.tag	campione1	RT429	293.TIF	train
RT429S6C3R3_RVLM_100x_g.TIF	RT429S6C3R3_RVLM_cFos+.tag	campione2	RT429	294.TIF	validation
RT429S3C3R1_DM_100x_g.TIF	RT429S3C3R1_DM_cFos+.tag	campione3	RT429	295.TIF	validation
RT429S4C3R3_VLPAG_100x_g.TIF	RT429S4C3R3_VLPAG_cFos+.tag	campione4	RT429	296.TIF	train
RT429S3C3R1_ParCortex_100x_g.TIF	RT429S3C3R1_ParCortex_cFos+.tag	campione5	RT429	297.TIF	train
RT429S5C4R1_MM_100x_g.TIF	RT429S5C4R1_MM_cFos+.tag	campione6	RT429	298.TIF	train
RT463S3C3R1_LH_100x_g.TIF	RT463S3C3R1_LH_cFos+.tag	campione0	RT463	299.TIF	validation
RT463S2C1R2_Septum_100x_g.TIF	RT463S2C1R2_Septum_cFos+.tag	campione1	RT463	300.TIF	train
RT463S3C3R1_DM_100x_g.TIF	RT463S3C3R1_DM_cFos+.tag	campione2	RT463	301.TIF	train
RT463S6C2R1_RVLM_100x_g.TIF	RT463S6C2R1_RVLM_cFos+.tag	campione3	RT463	302.TIF	validation
RT463S3C3R2_MM_100x_g.TIF	RT463S3C3R2_MM_cFos+.tag	campione4	RT463	303.TIF	train
RT463S3C2R1_ParCortex_100x_g.TIF	RT463S3C2R1_ParCortex_cFos+.tag	campione5	RT463	304.TIF	train
RT463S4C3R2_VLPAG_100x_g.TIF	RT463S4C3R2_VLPAG_cFos+.tag	campione6	RT463	305.TIF	test
